,dataset,pred,gt,diff,abs_err,perc
0,ShanghaiTech_part_A,36,118.87046813964844,-82.87046813964844,82.87046813964844,0.6971493377278154
1,ShanghaiTech_part_A,439,714.6607666015625,-275.6607666015625,275.6607666015625,0.38572254065664013
2,ShanghaiTech_part_A,111,160.58383178710938,-49.583831787109375,49.583831787109375,0.3087722545600688
3,ShanghaiTech_part_A,49,245.19232177734375,-196.19232177734375,196.19232177734375,0.8001568742217937
4,ShanghaiTech_part_A,52,122.32260131835938,-70.32260131835938,70.32260131835938,0.5748945866084175
5,ShanghaiTech_part_A,75,173.36216735839844,-98.36216735839844,98.36216735839844,0.5673796587607438
6,ShanghaiTech_part_A,64,87.60933685302734,-23.609336853027344,23.609336853027344,0.2694842547702955
7,ShanghaiTech_part_A,51,94.85667419433594,-43.85667419433594,43.85667419433594,0.4623467411900084
8,ShanghaiTech_part_A,259,352.476806640625,-93.476806640625,93.476806640625,0.2651998794793497
9,ShanghaiTech_part_A,178,479.2493591308594,-301.2493591308594,301.2493591308594,0.6285858361429221
10,ShanghaiTech_part_A,341,436.3762512207031,-95.37625122070312,95.37625122070312,0.2185642572291285
11,ShanghaiTech_part_A,77,154.85731506347656,-77.85731506347656,77.85731506347656,0.5027680806105919
12,ShanghaiTech_part_A,172,292.49835205078125,-120.49835205078125,120.49835205078125,0.41196249895264136
13,ShanghaiTech_part_A,238,283.45135498046875,-45.45135498046875,45.45135498046875,0.1603497537820563
14,ShanghaiTech_part_A,156,242.92919921875,-86.92919921875,86.92919921875,0.3578375901207133
15,ShanghaiTech_part_A,82,248.70175170898438,-166.70175170898438,166.70175170898438,0.6702878068320899
16,ShanghaiTech_part_A,60,204.59991455078125,-144.59991455078125,144.59991455078125,0.7067447455565048
17,ShanghaiTech_part_A,752,817.3893432617188,-65.38934326171875,65.38934326171875,0.07999779272960478
18,ShanghaiTech_part_A,165,268.9566650390625,-103.9566650390625,103.9566650390625,0.38651827060533195
19,ShanghaiTech_part_A,158,1145.3671875,-987.3671875,987.3671875,0.8620529715490369
20,ShanghaiTech_part_A,18,89.81355285644531,-71.81355285644531,71.81355285644531,0.7995848128893183
21,ShanghaiTech_part_A,326,450.0650329589844,-124.06503295898438,124.06503295898438,0.27566023546204954
22,ShanghaiTech_part_A,50,348.2108154296875,-298.2108154296875,298.2108154296875,0.8564088253859746
23,ShanghaiTech_part_A,190,258.61773681640625,-68.61773681640625,68.61773681640625,0.26532494507464094
24,ShanghaiTech_part_A,354,593.9068603515625,-239.9068603515625,239.9068603515625,0.40394694247031593
25,ShanghaiTech_part_A,201,236.66262817382812,-35.662628173828125,35.662628173828125,0.1506897326750015
26,ShanghaiTech_part_A,20,130.25167846679688,-110.25167846679688,110.25167846679688,0.8464511149778025
27,ShanghaiTech_part_A,26,184.35775756835938,-158.35775756835938,158.35775756835938,0.8589698619478042
28,ShanghaiTech_part_A,63,223.07701110839844,-160.07701110839844,160.07701110839844,0.7175863183405108
29,ShanghaiTech_part_A,314,427.97064208984375,-113.97064208984375,113.97064208984375,0.266304813650399
30,ShanghaiTech_part_A,43,294.40814208984375,-251.40814208984375,251.40814208984375,0.8539442567871247
31,ShanghaiTech_part_A,360,479.8298034667969,-119.82980346679688,119.82980346679688,0.24973397358973992
32,ShanghaiTech_part_A,95,212.11056518554688,-117.11056518554688,117.11056518554688,0.5521203768541683
33,ShanghaiTech_part_A,179,231.9759521484375,-52.9759521484375,52.9759521484375,0.22836829273713127
34,ShanghaiTech_part_A,913,917.3681640625,-4.3681640625,4.3681640625,0.004761625957403114
35,ShanghaiTech_part_A,173,551.0140991210938,-378.01409912109375,378.01409912109375,0.6860334421993317
36,ShanghaiTech_part_A,342,564.9427490234375,-222.9427490234375,222.9427490234375,0.39462892374213615
37,ShanghaiTech_part_A,303,426.504150390625,-123.504150390625,123.504150390625,0.28957315017267926
38,ShanghaiTech_part_A,58,375.1373291015625,-317.1373291015625,317.1373291015625,0.8453899532212568
39,ShanghaiTech_part_A,140,192.26077270507812,-52.260772705078125,52.260772705078125,0.27182233780456433
40,ShanghaiTech_part_A,37,189.22935485839844,-152.22935485839844,152.22935485839844,0.804470083256946
41,ShanghaiTech_part_A,261,254.52249145507812,6.477508544921875,6.477508544921875,0.025449650865293653
42,ShanghaiTech_part_A,739,1116.025634765625,-377.025634765625,377.025634765625,0.3378288302888901
43,ShanghaiTech_part_A,127,288.2699279785156,-161.26992797851562,161.26992797851562,0.5594406919544359
44,ShanghaiTech_part_A,39,265.1285705566406,-226.12857055664062,226.12857055664062,0.8529015567089887
45,ShanghaiTech_part_A,285,413.358642578125,-128.358642578125,128.358642578125,0.3105260888637513
46,ShanghaiTech_part_A,22,582.2825317382812,-560.2825317382812,560.2825317382812,0.9622176541424214
47,ShanghaiTech_part_A,531,660.457763671875,-129.457763671875,129.457763671875,0.19601217639103335
48,ShanghaiTech_part_A,201,234.30612182617188,-33.306121826171875,33.306121826171875,0.1421478942438347
49,ShanghaiTech_part_A,368,567.3785400390625,-199.3785400390625,199.3785400390625,0.35140303336989875
50,ShanghaiTech_part_A,115,210.244140625,-95.244140625,95.244140625,0.45301686097606075
51,ShanghaiTech_part_A,1,1165.6927490234375,-1164.6927490234375,1164.6927490234375,0.9991421410128554
52,ShanghaiTech_part_A,494,982.404541015625,-488.404541015625,488.404541015625,0.4971521614814684
53,ShanghaiTech_part_A,713,843.6619873046875,-130.6619873046875,130.6619873046875,0.1548748068192199
54,ShanghaiTech_part_A,187,191.14186096191406,-4.1418609619140625,4.1418609619140625,0.021669041731877243
55,ShanghaiTech_part_A,187,367.2396545410156,-180.23965454101562,180.23965454101562,0.4907957305585433
56,ShanghaiTech_part_A,1240,1203.241943359375,36.758056640625,36.758056640625,0.03054918160346729
57,ShanghaiTech_part_A,588,581.2869262695312,6.71307373046875,6.71307373046875,0.011548640485584363
58,ShanghaiTech_part_A,59,165.38079833984375,-106.38079833984375,106.38079833984375,0.6432475801731036
59,ShanghaiTech_part_A,187,376.6672668457031,-189.66726684570312,189.66726684570312,0.5035406140637496
60,ShanghaiTech_part_A,3,67.48248291015625,-64.48248291015625,64.48248291015625,0.9555440186611148
61,ShanghaiTech_part_A,45,145.24021911621094,-100.24021911621094,100.24021911621094,0.6901684652190978
62,ShanghaiTech_part_A,136,212.7935791015625,-76.7935791015625,76.7935791015625,0.36088297130689945
63,ShanghaiTech_part_A,550,794.482666015625,-244.482666015625,244.482666015625,0.3077256137524202
64,ShanghaiTech_part_A,84,118.85366821289062,-34.853668212890625,34.853668212890625,0.29324856974685465
65,ShanghaiTech_part_A,464,754.3770751953125,-290.3770751953125,290.3770751953125,0.38492298446336976
66,ShanghaiTech_part_A,155,269.0166931152344,-114.01669311523438,114.01669311523438,0.4238275766254068
67,ShanghaiTech_part_A,305,566.20166015625,-261.20166015625,261.20166015625,0.46132266741094863
68,ShanghaiTech_part_A,357,476.20819091796875,-119.20819091796875,119.20819091796875,0.2503278884975188
69,ShanghaiTech_part_A,66,195.48040771484375,-129.48040771484375,129.48040771484375,0.662370256067096
70,ShanghaiTech_part_A,415,510.90155029296875,-95.90155029296875,95.90155029296875,0.1877104311736532
71,ShanghaiTech_part_A,117,210.73019409179688,-93.73019409179688,93.73019409179688,0.4447876797879376
72,ShanghaiTech_part_A,115,410.9510803222656,-295.9510803222656,295.9510803222656,0.7201613391293733
73,ShanghaiTech_part_A,72,252.8426055908203,-180.8426055908203,180.8426055908203,0.7152378657367813
74,ShanghaiTech_part_A,315,664.2772216796875,-349.2772216796875,349.2772216796875,0.5258003891748408
75,ShanghaiTech_part_A,1691,1584.9183349609375,106.0816650390625,106.0816650390625,0.06693194387306403
76,ShanghaiTech_part_A,201,210.26327514648438,-9.263275146484375,9.263275146484375,0.04405560191139828
77,ShanghaiTech_part_A,112,127.5724105834961,-15.572410583496094,15.572410583496094,0.12206722842461215
78,ShanghaiTech_part_A,137,319.16796875,-182.16796875,182.16796875,0.5707589313015272
79,ShanghaiTech_part_A,320,396.8175354003906,-76.81753540039062,76.81753540039062,0.19358402426114515
80,ShanghaiTech_part_A,65,344.3047180175781,-279.3047180175781,279.3047180175781,0.8112137400408997
81,ShanghaiTech_part_A,17,371.3638916015625,-354.3638916015625,354.3638916015625,0.9542227976779348
82,ShanghaiTech_part_A,114,193.63482666015625,-79.63482666015625,79.63482666015625,0.4112629325689956
83,ShanghaiTech_part_A,61,106.38362884521484,-45.383628845214844,45.383628845214844,0.42660350410513004
84,ShanghaiTech_part_A,91,150.89453125,-59.89453125,59.89453125,0.39692976778840733
85,ShanghaiTech_part_A,317,496.23590087890625,-179.23590087890625,179.23590087890625,0.3611909185955553
86,ShanghaiTech_part_A,141,241.90603637695312,-100.90603637695312,100.90603637695312,0.4171290550984759
87,ShanghaiTech_part_A,54,306.38323974609375,-252.38323974609375,252.38323974609375,0.8237501501532046
88,ShanghaiTech_part_A,40,189.58148193359375,-149.58148193359375,149.58148193359375,0.7890089285471451
89,ShanghaiTech_part_A,105,246.5638427734375,-141.5638427734375,141.5638427734375,0.5741468058759268
90,ShanghaiTech_part_A,159,285.5391540527344,-126.53915405273438,126.53915405273438,0.44315867808770465
91,ShanghaiTech_part_A,712,1223.358642578125,-511.358642578125,511.358642578125,0.417995692170909
92,ShanghaiTech_part_A,575,792.6220703125,-217.6220703125,217.6220703125,0.27455969050473894
93,ShanghaiTech_part_A,627,1015.8955688476562,-388.89556884765625,388.89556884765625,0.3828105769655072
94,ShanghaiTech_part_A,518,1262.115478515625,-744.115478515625,744.115478515625,0.5895779674536519
95,ShanghaiTech_part_A,5,65.97918701171875,-60.97918701171875,60.97918701171875,0.9242185266690819
96,ShanghaiTech_part_A,378,359.77069091796875,18.22930908203125,18.22930908203125,0.05066924444419805
97,ShanghaiTech_part_A,16,175.370849609375,-159.370849609375,159.370849609375,0.9087647688509948
98,ShanghaiTech_part_A,125,190.30691528320312,-65.30691528320312,65.30691528320312,0.3431662753067812
99,ShanghaiTech_part_A,442,477.1663818359375,-35.1663818359375,35.1663818359375,0.07369836429079142
100,ShanghaiTech_part_A,10,128.25633239746094,-118.25633239746094,118.25633239746094,0.9220311401862604
101,ShanghaiTech_part_A,375,2240.51513671875,-1865.51513671875,1865.51513671875,0.832627776596938
102,ShanghaiTech_part_A,0,480.52685546875,-480.52685546875,480.52685546875,0.999999999997919
103,ShanghaiTech_part_A,124,210.63516235351562,-86.63516235351562,86.63516235351562,0.41130436810783666
104,ShanghaiTech_part_A,111,228.04153442382812,-117.04153442382812,117.04153442382812,0.5132465658899951
105,ShanghaiTech_part_A,116,333.239501953125,-217.239501953125,217.239501953125,0.6519020124541868
106,ShanghaiTech_part_A,70,176.452880859375,-106.452880859375,106.452880859375,0.6032935270895909
107,ShanghaiTech_part_A,177,283.048095703125,-106.048095703125,106.048095703125,0.37466457931580255
108,ShanghaiTech_part_A,293,369.62750244140625,-76.62750244140625,76.62750244140625,0.20731006739236352
109,ShanghaiTech_part_A,27,239.9473114013672,-212.9473114013672,212.9473114013672,0.887475296792454
110,ShanghaiTech_part_A,1129,1181.23095703125,-52.23095703125,52.23095703125,0.04421739603106591
111,ShanghaiTech_part_A,84,136.1051025390625,-52.1051025390625,52.1051025390625,0.38282989812028084
112,ShanghaiTech_part_A,151,211.0438690185547,-60.04386901855469,60.04386901855469,0.28450894734587723
113,ShanghaiTech_part_A,225,289.69439697265625,-64.69439697265625,64.69439697265625,0.2233194623316768
114,ShanghaiTech_part_A,319,360.11053466796875,-41.11053466796875,41.11053466796875,0.11416087759209702
115,ShanghaiTech_part_A,116,213.81805419921875,-97.81805419921875,97.81805419921875,0.4574826693896585
116,ShanghaiTech_part_A,323,525.6878051757812,-202.68780517578125,202.68780517578125,0.38556687672756695
117,ShanghaiTech_part_A,465,541.383544921875,-76.383544921875,76.383544921875,0.14108952079944825
118,ShanghaiTech_part_A,72,159.87754821777344,-87.87754821777344,87.87754821777344,0.5496553405830533
119,ShanghaiTech_part_A,148,254.902099609375,-106.902099609375,106.902099609375,0.4193849315983582
120,ShanghaiTech_part_A,1,98.23307800292969,-97.23307800292969,97.23307800292969,0.9898201296211038
121,ShanghaiTech_part_A,82,140.8025360107422,-58.80253601074219,58.80253601074219,0.4176241257887455
122,ShanghaiTech_part_A,150,204.0325469970703,-54.03254699707031,54.03254699707031,0.2648231754788678
123,ShanghaiTech_part_A,444,422.7215576171875,21.2784423828125,21.2784423828125,0.05033678079420712
124,ShanghaiTech_part_A,950,1290.896728515625,-340.896728515625,340.896728515625,0.26407745947838207
125,ShanghaiTech_part_A,12,110.42527770996094,-98.42527770996094,98.42527770996094,0.8913292295953278
126,ShanghaiTech_part_A,238,298.2966003417969,-60.296600341796875,60.296600341796875,0.20213639804310593
127,ShanghaiTech_part_A,331,471.4850158691406,-140.48501586914062,140.48501586914062,0.29796284323027966
128,ShanghaiTech_part_A,184,214.21568298339844,-30.215682983398438,30.215682983398438,0.14105261838181604
129,ShanghaiTech_part_A,58,491.74072265625,-433.74072265625,433.74072265625,0.8820516639590438
130,ShanghaiTech_part_A,797,1577.4337158203125,-780.4337158203125,780.4337158203125,0.4947489761330282
131,ShanghaiTech_part_A,1649,1356.98583984375,292.01416015625,292.01416015625,0.21519322573746144
132,ShanghaiTech_part_A,693,756.541015625,-63.541015625,63.541015625,0.08398885759342865
133,ShanghaiTech_part_A,308,387.7269592285156,-79.72695922851562,79.72695922851562,0.2056265558292559
134,ShanghaiTech_part_A,217,331.2529296875,-114.2529296875,114.2529296875,0.3449114542018992
135,ShanghaiTech_part_A,1012,1104.8638916015625,-92.8638916015625,92.8638916015625,0.08405007377593543
136,ShanghaiTech_part_A,611,714.5715942382812,-103.57159423828125,103.57159423828125,0.1449422214278494
137,ShanghaiTech_part_A,148,307.6611022949219,-159.66110229492188,159.66110229492188,0.5189512132130141
138,ShanghaiTech_part_A,75,213.19467163085938,-138.19467163085938,138.19467163085938,0.6482088439315753
139,ShanghaiTech_part_A,277,358.0471496582031,-81.04714965820312,81.04714965820312,0.22635887406266333
140,ShanghaiTech_part_A,58,84.18389892578125,-26.18389892578125,26.18389892578125,0.3110321481849473
141,ShanghaiTech_part_A,441,597.5858764648438,-156.58587646484375,156.58587646484375,0.26203075178232355
142,ShanghaiTech_part_A,4,463.6689758300781,-459.6689758300781,459.6689758300781,0.9913731558299099
143,ShanghaiTech_part_A,226,293.4344177246094,-67.43441772460938,67.43441772460938,0.22981086624837352
144,ShanghaiTech_part_A,79,206.54052734375,-127.54052734375,127.54052734375,0.6175084811847311
145,ShanghaiTech_part_A,252,397.59625244140625,-145.59625244140625,145.59625244140625,0.36619120916512304
146,ShanghaiTech_part_A,1,249.97662353515625,-248.97662353515625,248.97662353515625,0.9959996259376015
